,name,team,age,min,pts,fgm,threepm,ftm,oreb,dreb,reb,ast,stl,blk,gp,wg,lg,winrate,year,dist_miles,dist_off,dist_def,avg_speed,avg_speed_off,avg_speed_def
2455,Ersan Ilyasova,MIL,32,18.4,6.8,2.5,0.9,0.9,1.4,3.1,4.5,0.8,0.5,0.3,67,49,18,0.7313432835820896,2018,1.38,0.73,0.65,4.2,4.53,3.87
2456,Evan Fournier,ORL,26,31.5,15.1,5.8,1.9,1.7,0.5,2.7,3.2,3.6,0.9,0.1,81,42,39,0.5185185185185185,2018,2.41,1.32,1.09,4.34,4.65,4.02
2457,Evan Turner,POR,30,22.0,6.8,2.8,0.2,1.0,0.5,4.0,4.5,3.9,0.5,0.2,73,47,26,0.6438356164383562,2018,1.58,0.87,0.71,4.02,4.2,3.82
2458,Frank Jackson,NOP,21,19.2,8.1,3.2,0.9,0.9,0.4,1.8,2.2,1.1,0.4,0.0,61,22,39,0.3606557377049181,2018,1.52,0.82,0.71,4.46,4.85,4.08
2459,Frank Kaminsky,CHA,26,16.1,8.6,2.9,1.1,1.7,0.8,2.6,3.5,1.3,0.3,0.3,47,22,25,0.4680851063829787,2018,1.21,0.68,0.53,4.22,4.63,3.79
2460,Frank Mason,SAC,25,11.5,5.1,1.9,0.4,1.0,0.2,1.0,1.1,2.2,0.4,0.1,38,16,22,0.42105263157894735,2018,0.85,0.46,0.4,4.16,4.48,3.83
2461,Fred VanVleet,TOR,25,27.5,11.0,3.8,1.8,1.5,0.3,2.3,2.6,4.8,0.9,0.3,64,46,18,0.71875,2018,2.14,1.16,0.98,4.36,4.76,3.96
2462,Furkan Korkmaz,PHI,21,14.2,5.8,2.0,1.0,0.8,0.3,1.9,2.2,1.1,0.6,0.0,48,30,18,0.625,2018,1.15,0.63,0.52,4.53,4.99,4.08
2463,Garrett Temple,LAC,33,27.2,7.8,2.8,1.2,1.1,0.4,2.5,2.9,1.4,1.0,0.4,75,37,38,0.4933333333333334,2018,2.07,1.12,0.96,4.27,4.47,4.06
2464,Gary Clark,HOU,24,12.6,2.9,1.0,0.8,0.1,0.5,1.8,2.3,0.4,0.4,0.5,51,33,18,0.6470588235294118,2018,0.91,0.47,0.44,4.05,4.17,3.94
2465,Gary Harris,DEN,24,28.8,12.9,4.7,1.4,2.0,0.7,2.1,2.8,2.2,1.0,0.3,57,38,19,0.6666666666666666,2018,2.13,1.14,0.99,4.18,4.42,3.93
2466,Gary Payton II,WAS,26,5.3,3.7,1.7,0.3,0.0,0.3,0.3,0.7,1.3,1.0,0.3,3,2,1,0.6666666666666666,2018,0.48,0.23,0.25,4.78,5.51,4.82
2467,Gary Trent Jr.,POR,20,7.4,2.7,1.1,0.3,0.2,0.1,0.7,0.7,0.3,0.1,0.1,15,14,1,0.9333333333333332,2018,0.54,0.3,0.24,4.1,4.19,3.88
2468,George Hill,MIL,33,21.7,7.6,2.8,0.8,1.2,0.7,1.8,2.5,2.3,0.9,0.1,60,39,21,0.65,2018,1.65,0.89,0.77,4.26,4.53,3.97
2469,George King,PHX,25,5.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,2018,0.47,0.25,0.23,4.58,3.65,3.69
2470,Georges Niang,UTA,26,8.8,4.0,1.5,0.7,0.3,0.2,1.3,1.5,0.6,0.2,0.1,59,41,18,0.6949152542372882,2018,0.69,0.38,0.32,4.43,4.87,3.99
2471,Gerald Green,HOU,33,20.2,9.2,3.2,2.1,0.8,0.4,2.1,2.5,0.5,0.5,0.4,73,47,26,0.6438356164383562,2018,1.51,0.8,0.71,4.21,4.43,3.98
2472,Giannis Antetokounmpo,MIL,24,32.8,27.7,10.0,0.7,6.9,2.2,10.3,12.5,5.9,1.3,1.5,72,56,16,0.7777777777777778,2018,2.44,1.35,1.09,4.17,4.77,3.61
2473,Glenn Robinson III,DET,25,13.0,4.2,1.6,0.4,0.7,0.4,1.1,1.5,0.4,0.3,0.2,47,24,23,0.5106382978723404,2018,1.08,0.6,0.48,4.66,4.99,4.31
2474,Goran Dragic,MIA,33,27.5,13.7,5.0,1.6,2.2,0.6,2.5,3.1,4.8,0.8,0.1,36,16,20,0.4444444444444444,2018,2.15,1.21,0.94,4.35,4.9,3.82
2475,Gordon Hayward,BOS,29,25.9,11.5,4.1,1.1,2.2,0.7,3.8,4.5,3.4,0.9,0.3,72,44,28,0.6111111111111112,2018,2.04,1.11,0.93,4.42,4.94,3.93
2476,Grayson Allen,UTA,23,11.0,5.6,1.8,0.8,1.2,0.1,0.5,0.6,0.7,0.2,0.2,38,22,16,0.5789473684210527,2018,0.86,0.48,0.38,4.38,4.91,3.87
2477,Greg Monroe,PHI,29,11.2,5.3,2.1,0.0,1.0,1.6,2.4,4.0,0.6,0.3,0.2,43,28,15,0.6511627906976745,2018,0.81,0.44,0.38,4.06,4.24,3.87
2478,Guerschon Yabusele,BOS,23,6.1,2.3,0.9,0.2,0.4,0.6,0.7,1.3,0.4,0.2,0.2,41,27,14,0.6585365853658537,2018,0.46,0.24,0.22,4.2,4.56,3.89
2479,Harrison Barnes,SAC,27,32.9,16.4,5.6,2.3,3.0,0.7,3.9,4.7,1.5,0.6,0.2,77,34,43,0.4415584415584416,2018,2.53,1.38,1.15,4.32,4.69,3.95
2480,Harry Giles III,SAC,21,14.1,7.0,3.0,0.0,1.0,1.1,2.7,3.8,1.5,0.5,0.4,58,26,32,0.4482758620689655,2018,1.07,0.56,0.51,4.22,4.54,3.91
2481,Hassan Whiteside,MIA,30,23.3,12.3,5.4,0.0,1.5,3.6,7.8,11.3,0.8,0.6,1.9,72,33,39,0.4583333333333333,2018,1.62,0.86,0.76,3.91,4.08,3.73
2482,Haywood Highsmith,PHI,22,8.0,1.8,0.8,0.2,0.0,0.0,1.0,1.0,0.4,0.2,0.0,5,2,3,0.4,2018,0.66,0.38,0.28,4.59,4.99,4.13
2483,Henry Ellenson,NYK,22,13.6,6.0,2.1,0.9,1.0,0.3,3.2,3.5,0.8,0.4,0.1,19,4,15,0.21052631578947367,2018,1.14,0.65,0.49,4.71,5.23,4.16
2484,Ian Clark,NOP,28,16.2,6.7,2.5,1.1,0.6,0.2,1.3,1.5,1.6,0.4,0.1,60,24,36,0.4,2018,1.26,0.68,0.59,4.36,4.68,4.05
2485,Iman Shumpert,HOU,29,23.9,7.5,2.7,1.5,0.6,0.4,2.5,3.0,1.8,1.0,0.4,62,39,23,0.6290322580645161,2018,1.84,0.96,0.87,4.32,4.67,3.99
2486,Isaac Bonga,LAL,19,5.5,0.9,0.2,0.0,0.4,0.4,0.7,1.1,0.7,0.4,0.2,22,7,15,0.3181818181818182,2018,0.44,0.23,0.21,4.42,4.81,4.15
2487,Isaac Humphries,ATL,21,11.3,3.0,1.2,0.6,0.0,0.8,1.4,2.2,0.0,0.2,0.0,5,1,4,0.2,2018,0.95,0.51,0.43,4.66,4.94,4.55
2488,Isaiah Briscoe,ORL,23,14.3,3.5,1.4,0.3,0.4,0.1,1.8,1.9,2.2,0.3,0.1,39,17,22,0.4358974358974359,2018,1.1,0.6,0.51,4.32,4.65,3.99
2489,Isaiah Canaan,MIL,28,20.9,6.0,2.1,1.1,0.6,0.2,1.7,1.9,2.8,0.5,0.1,30,10,20,0.3333333333333333,2018,1.6,0.9,0.7,4.31,4.63,3.95
2490,Isaiah Hartenstein,HOU,21,7.9,1.9,0.7,0.1,0.4,0.8,0.9,1.7,0.5,0.3,0.4,28,15,13,0.5357142857142857,2018,0.64,0.34,0.3,4.47,4.7,4.23
2491,Isaiah Hicks,NYK,24,10.8,4.0,1.3,0.0,1.3,0.7,1.7,2.3,0.7,0.3,1.0,3,1,2,0.3333333333333333,2018,0.82,0.45,0.38,4.37,4.59,3.8
2492,Isaiah Thomas,DEN,30,15.1,8.1,2.8,1.0,1.4,0.4,0.7,1.1,1.9,0.4,0.1,12,6,6,0.5,2018,1.09,0.6,0.49,4.02,4.48,3.57
2493,Ish Smith,DET,30,22.3,8.9,3.7,0.8,0.8,0.4,2.2,2.6,3.6,0.5,0.2,56,33,23,0.5892857142857143,2018,1.79,1.05,0.74,4.52,5.13,3.86
2494,Ivan Rabb,MEM,22,14.7,5.8,2.4,0.1,1.0,1.4,2.8,4.2,1.1,0.3,0.3,49,20,29,0.4081632653061225,2018,1.13,0.61,0.52,4.3,4.58,4.01
2495,Ivica Zubac,LAC,22,17.6,8.9,3.6,0.0,1.7,1.9,4.2,6.1,1.1,0.2,0.9,59,32,27,0.5423728813559322,2018,1.32,0.72,0.61,4.24,4.59,3.89
2496,J.J. Barea,DAL,35,19.8,10.9,4.2,1.0,1.4,0.3,2.2,2.5,5.6,0.6,0.0,38,20,18,0.5263157894736842,2018,1.52,0.88,0.64,4.25,4.8,3.66
2497,J.P. Macura,CHA,24,8.4,3.0,1.5,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,2,1,1,0.5,2018,0.68,0.35,0.32,4.61,5.06,3.63
2498,JJ Redick,PHI,35,31.3,18.1,5.9,3.2,3.0,0.3,2.2,2.4,2.7,0.4,0.2,76,49,27,0.6447368421052632,2018,2.49,1.39,1.11,4.46,4.98,3.94
2499,JR Smith,CLE,33,20.2,6.7,2.5,1.1,0.7,0.0,1.6,1.6,1.9,1.0,0.3,11,1,10,0.09090909090909093,2018,1.46,0.81,0.65,4.02,4.38,3.65
2500,JaKarr Sampson,CHI,26,31.8,20.0,7.3,1.3,4.3,1.3,6.8,8.0,1.0,1.0,0.8,4,1,3,0.25,2018,2.45,1.31,1.14,4.31,4.84,3.83
2501,JaMychal Green,LAC,29,21.1,9.4,3.5,1.1,1.2,1.6,4.7,6.3,0.8,0.7,0.5,65,31,34,0.476923076923077,2018,1.62,0.87,0.75,4.27,4.51,4.02
2502,JaVale McGee,LAL,31,22.3,12.0,5.3,0.0,1.3,2.6,4.9,7.5,0.7,0.6,2.0,75,35,40,0.4666666666666667,2018,1.62,0.84,0.78,4.12,4.39,3.87
2503,Jacob Evans,GSW,22,6.8,1.3,0.6,0.1,0.0,0.2,0.6,0.8,0.8,0.2,0.1,30,21,9,0.7,2018,0.55,0.3,0.25,4.51,4.98,4.04
2504,Jae Crowder,UTA,28,27.1,11.9,4.0,2.2,1.8,0.8,4.1,4.8,1.7,0.8,0.4,80,48,32,0.6,2018,2.01,1.1,0.91,4.15,4.59,3.71
2505,Jahlil Okafor,NOP,23,15.8,8.2,3.6,0.0,1.0,1.4,3.3,4.7,0.7,0.3,0.7,59,23,36,0.3898305084745763,2018,1.2,0.65,0.56,4.3,4.61,3.99
2506,Jake Layman,POR,25,18.7,7.6,3.0,0.8,0.7,0.8,2.3,3.1,0.7,0.4,0.4,71,46,25,0.647887323943662,2018,1.49,0.84,0.65,4.48,4.86,4.07
2507,Jakob Poeltl,SAS,23,16.5,5.5,2.4,0.0,0.6,2.3,3.0,5.3,1.2,0.4,0.9,77,43,34,0.5584415584415584,2018,1.29,0.69,0.6,4.48,4.75,4.21
2508,Jalen Brunson,DAL,22,21.8,9.3,3.6,0.9,1.2,0.3,2.0,2.3,3.2,0.5,0.1,73,27,46,0.3698630136986301,2018,1.73,0.95,0.77,4.45,4.78,4.09
2509,Jalen Jones,CLE,26,13.4,5.1,1.6,0.6,1.2,0.7,1.4,2.1,0.4,0.6,0.1,16,3,13,0.1875,2018,1.05,0.55,0.5,4.39,4.57,4.16
2510,Jamal Crawford,PHX,39,18.9,7.9,2.7,1.0,1.5,0.1,1.2,1.3,3.6,0.5,0.2,64,13,51,0.203125,2018,1.31,0.74,0.57,3.87,4.32,3.39
2511,Jamal Murray,DEN,22,32.6,18.2,6.8,2.0,2.5,0.9,3.4,4.2,4.8,0.9,0.4,75,49,26,0.6533333333333333,2018,2.55,1.46,1.09,4.4,4.97,3.82
2512,Jamal Murray,DEN,23,32.6,18.6,6.9,1.9,2.9,0.8,3.1,3.9,4.8,1.2,0.3,53,36,17,0.6792452830188679,2019,2.55,1.46,1.09,4.4,4.97,3.82
2513,James Ennis III,PHI,28,21.2,6.7,2.4,0.9,1.0,1.0,2.1,3.1,0.7,0.7,0.4,58,35,23,0.603448275862069,2018,1.64,0.86,0.78,4.34,4.62,4.07
2514,James Johnson,MIA,32,21.2,7.8,3.0,0.9,0.9,0.4,2.8,3.2,2.5,0.6,0.5,55,27,28,0.4909090909090909,2018,1.54,0.84,0.69,4.06,4.39,3.72
2515,James Nunnally,HOU,28,6.8,2.4,0.8,0.5,0.3,0.0,0.3,0.3,0.5,0.1,0.0,15,8,7,0.5333333333333333,2018,0.53,0.28,0.26,4.36,4.51,4.21
2516,Jared Dudley,BKN,33,20.7,4.9,1.7,0.9,0.5,0.6,2.1,2.6,1.4,0.6,0.3,59,28,31,0.4745762711864407,2018,1.52,0.86,0.65,4.09,4.53,3.63
2517,Jared Terrell,MIN,24,7.9,2.2,0.9,0.3,0.2,0.1,0.4,0.4,0.9,0.2,0.1,14,4,10,0.2857142857142857,2018,0.59,0.33,0.26,4.1,4.61,3.69
2518,Jaren Jackson Jr.,MEM,19,26.1,13.8,5.1,0.9,2.6,1.3,3.4,4.7,1.1,0.9,1.4,58,23,35,0.3965517241379311,2018,1.95,1.05,0.9,4.22,4.38,4.04
2519,Jaron Blossomgame,CLE,25,16.3,4.2,1.7,0.4,0.4,1.0,2.7,3.6,0.5,0.3,0.3,27,4,23,0.14814814814814814,2018,1.25,0.7,0.55,4.38,4.73,3.99
2520,Jarred Vanderbilt,DEN,20,4.1,1.4,0.5,0.0,0.4,0.4,0.9,1.4,0.2,0.4,0.1,17,10,7,0.5882352941176471,2018,0.33,0.18,0.15,4.5,4.83,4.18
2521,Jarrett Allen,BKN,21,26.2,10.9,4.2,0.1,2.5,2.4,6.0,8.4,1.4,0.5,1.5,80,42,38,0.525,2018,1.97,1.1,0.87,4.23,4.7,3.75
2522,Jarrett Allen,BKN,21,26.2,10.9,4.2,0.1,2.5,2.4,6.0,8.4,1.4,0.5,1.5,80,42,38,0.525,2018,1.88,1.02,0.86,4.05,4.46,3.65
2523,Jason Smith,NOP,33,9.5,3.3,1.1,0.5,0.7,0.8,1.8,2.6,0.7,0.2,0.4,20,10,10,0.5,2018,0.75,0.41,0.34,4.44,4.94,3.95
2524,Jaylen Adams,ATL,23,12.6,3.2,1.1,0.7,0.2,0.3,1.4,1.8,1.9,0.4,0.1,34,13,21,0.38235294117647056,2018,1.0,0.54,0.46,4.41,4.84,3.97
2525,Jaylen Brown,BOS,22,25.9,13.0,5.0,1.3,1.8,0.9,3.4,4.2,1.4,0.9,0.4,74,41,33,0.5540540540540541,2018,1.98,1.0,0.98,4.29,4.52,4.08
2526,Jaylen Morris,MIL,23,7.1,2.5,1.0,0.3,0.3,0.0,1.3,1.3,1.0,0.5,0.0,4,4,0,1.0,2018,0.58,0.33,0.25,4.51,4.97,4.02
2527,Jayson Tatum,BOS,21,31.1,15.7,5.9,1.5,2.5,0.9,5.2,6.0,2.1,1.1,0.7,79,48,31,0.6075949367088608,2018,2.28,1.21,1.07,4.14,4.48,3.81
2528,Jeff Teague,MIN,31,30.1,12.1,4.2,0.8,2.9,0.4,2.1,2.5,8.2,1.0,0.4,42,23,19,0.5476190476190477,2018,1.97,1.07,0.9,3.67,3.95,3.39
2529,Jemerrio Jones,LAL,24,23.9,4.5,2.0,0.3,0.2,2.7,5.5,8.2,2.2,1.2,0.8,6,3,3,0.5,2018,1.99,1.08,0.92,4.72,5.11,4.32
2530,Jeremy Lamb,CHA,27,28.5,15.3,5.5,1.5,2.9,0.8,4.7,5.5,2.2,1.1,0.4,79,38,41,0.4810126582278481,2018,2.2,1.21,0.99,4.35,4.74,3.96
2531,Jeremy Lin,TOR,30,19.4,9.6,3.2,0.7,2.4,0.3,2.1,2.4,3.1,0.6,0.2,74,31,43,0.4189189189189189,2018,1.55,0.84,0.71,4.44,4.94,3.97
2532,Jerome Robinson,LAC,22,9.7,3.4,1.3,0.5,0.2,0.1,1.2,1.2,0.6,0.3,0.1,33,18,15,0.5454545454545454,2018,0.79,0.42,0.37,4.5,4.96,4.09
2533,Jerryd Bayless,MIN,30,19.3,6.1,2.4,0.9,0.5,0.3,1.5,1.8,3.5,0.5,0.1,34,15,19,0.4411764705882353,2018,1.37,0.76,0.61,3.93,4.21,3.63
2534,Jevon Carter,MEM,23,14.8,4.4,1.4,0.9,0.7,0.4,1.3,1.7,1.8,0.7,0.3,39,9,30,0.2307692307692308,2018,1.17,0.62,0.55,4.43,4.62,4.23
2535,Jimmer Fredette,PHX,30,10.8,3.7,1.3,0.0,1.0,0.2,1.0,1.2,1.3,0.5,0.0,6,1,5,0.16666666666666666,2018,0.86,0.47,0.39,4.37,4.93,3.84
2536,Joakim Noah,MEM,34,16.5,7.1,2.6,0.0,1.9,1.4,4.3,5.7,2.1,0.5,0.7,42,14,28,0.3333333333333333,2018,1.26,0.68,0.58,4.25,4.52,3.97
2537,Jodie Meeks,TOR,31,13.0,6.4,2.6,1.0,0.1,0.1,1.4,1.5,1.0,0.1,0.1,8,7,1,0.875,2018,1.01,0.53,0.49,4.38,4.64,4.13
2538,Joe Chealey,CHA,23,7.8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0.0,2018,0.59,0.35,0.24,4.34,5.52,3.03
2539,Joe Harris,BKN,27,30.2,13.7,4.9,2.4,1.4,0.7,3.1,3.8,2.4,0.5,0.2,76,41,35,0.5394736842105263,2018,2.45,1.4,1.04,4.55,5.17,3.92
2540,Joe Ingles,UTA,31,31.3,12.1,4.4,2.3,1.1,0.4,3.6,4.0,5.7,1.2,0.2,82,50,32,0.6097560975609756,2018,2.36,1.3,1.06,4.25,4.67,3.83
2541,Joel Embiid,PHI,25,33.7,27.5,9.1,1.2,8.2,2.5,11.1,13.6,3.7,0.7,1.9,64,43,21,0.671875,2018,2.34,1.27,1.07,3.89,4.26,3.52
2542,John Collins,ATL,21,30.0,19.5,7.6,0.9,3.3,3.6,6.2,9.8,2.0,0.4,0.6,61,24,37,0.3934426229508197,2018,2.3,1.25,1.05,4.3,4.66,3.93
2543,John Henson,CLE,28,13.5,5.6,2.2,0.8,0.4,1.1,3.9,5.1,1.0,0.5,0.8,14,10,4,0.7142857142857143,2018,1.03,0.55,0.47,4.27,4.75,3.81
2544,John Holland,CLE,30,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,2018,0.02,0.02,0.01,0.0,0.0,0.0
2545,John Jenkins,NYK,28,12.8,4.7,1.6,0.8,0.6,0.2,1.2,1.4,0.8,0.0,0.1,26,8,18,0.3076923076923077,2018,0.96,0.53,0.43,4.23,4.53,3.92
2546,John Wall,WAS,28,34.5,20.7,7.7,1.6,3.8,0.5,3.2,3.6,8.7,1.5,0.9,32,11,21,0.34375,2018,2.24,1.17,1.07,3.64,3.87,3.41
2547,Johnathan Motley,LAC,24,7.1,4.6,1.8,0.0,1.1,0.8,1.5,2.3,0.5,0.2,0.1,22,12,10,0.5454545454545454,2018,0.55,0.29,0.26,4.34,4.74,3.91
2548,Johnathan Williams,LAL,24,15.5,6.5,2.7,0.0,1.1,2.0,2.1,4.1,0.5,0.3,0.3,24,10,14,0.4166666666666667,2018,1.19,0.62,0.57,4.28,4.53,4.04
2549,Jon Leuer,DET,30,9.8,3.8,1.6,0.0,0.6,0.7,1.7,2.4,0.3,0.3,0.1,41,16,25,0.3902439024390244,2018,0.79,0.44,0.34,4.46,4.76,4.14
2550,Jonas Jerebko,GSW,32,16.7,6.3,2.2,0.9,0.9,1.0,3.0,3.9,1.3,0.4,0.2,73,52,21,0.7123287671232876,2018,1.29,0.7,0.6,4.42,4.88,3.97
2551,Jonas Valanciunas,MEM,27,22.3,15.6,6.1,0.3,3.0,2.2,6.4,8.6,1.4,0.4,1.1,49,31,18,0.6326530612244898,2018,1.6,0.86,0.74,4.02,4.28,3.75
2552,Jordan Bell,GSW,24,11.6,3.3,1.5,0.0,0.4,0.8,1.9,2.7,1.1,0.3,0.8,68,46,22,0.6764705882352942,2018,0.85,0.45,0.4,4.19,4.47,3.92
2553,Jordan Clarkson,CLE,27,27.3,16.8,6.5,1.8,2.0,1.0,2.3,3.3,2.4,0.7,0.2,81,18,63,0.2222222222222222,2018,2.06,1.15,0.91,4.28,4.66,3.89
2554,Jordan Loyd,TOR,25,4.6,2.4,0.7,0.3,0.8,0.1,0.7,0.8,0.5,0.0,0.0,12,11,1,0.9166666666666666,2018,0.38,0.22,0.15,4.44,4.9,4.12
2555,Jordan McRae,WAS,28,12.3,5.9,2.3,0.4,1.0,0.2,1.3,1.5,1.1,0.5,0.3,27,9,18,0.3333333333333333,2018,0.88,0.46,0.42,3.94,4.23,3.67
2556,Jordan Sibert,ATL,26,4.2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,2018,0.32,0.2,0.12,4.02,4.35,3.49
2557,Jose Calderon,DET,37,12.9,2.3,0.9,0.3,0.2,0.2,1.0,1.2,2.3,0.3,0.1,49,22,27,0.4489795918367347,2018,1.03,0.6,0.43,4.42,4.86,3.92
2558,Josh Hart,LAL,24,25.6,7.8,2.8,1.4,0.8,0.5,3.2,3.7,1.4,1.0,0.6,67,31,36,0.4626865671641791,2018,1.99,1.04,0.95,4.33,4.68,4.01
2559,Josh Jackson,PHX,22,25.2,11.5,4.4,0.9,1.8,0.8,3.6,4.4,2.3,0.9,0.7,79,19,60,0.2405063291139241,2018,1.9,1.01,0.88,4.21,4.5,3.92
2560,Josh Richardson,MIA,25,34.8,16.6,5.8,2.2,2.7,0.7,2.9,3.6,4.1,1.1,0.5,73,35,38,0.4794520547945205,2018,2.67,1.5,1.17,4.3,4.72,3.85
2561,Juancho Hernangomez,DEN,23,19.4,5.8,2.0,0.9,0.9,0.9,2.9,3.8,0.8,0.4,0.3,70,44,26,0.6285714285714286,2018,1.52,0.79,0.72,4.37,4.51,4.22
2562,Julian Washburn,MEM,27,14.1,2.2,0.9,0.3,0.2,0.4,1.8,2.3,0.8,0.7,0.1,18,7,11,0.3888888888888889,2018,1.06,0.55,0.51,4.22,4.32,4.12
2563,Julius Randle,NOP,24,30.6,21.4,7.8,0.9,4.9,2.2,6.5,8.7,3.1,0.7,0.6,73,31,42,0.4246575342465753,2018,2.18,1.16,1.02,4.01,4.36,3.67
2564,Justin Anderson,ATL,25,9.7,3.7,1.3,0.5,0.5,0.5,1.3,1.8,0.5,0.5,0.3,48,17,31,0.3541666666666667,2018,0.74,0.39,0.35,4.25,4.69,3.85
2565,Justin Jackson,DAL,24,19.9,7.2,2.7,1.1,0.8,0.5,2.1,2.6,1.2,0.4,0.2,81,36,45,0.4444444444444444,2018,1.55,0.85,0.71,4.38,4.8,3.96
2566,Justin Patton,PHI,22,6.9,1.7,0.7,0.0,0.3,0.7,1.3,2.0,1.0,0.7,0.0,3,2,1,0.6666666666666666,2018,0.55,0.32,0.23,4.45,5.0,3.9
2567,Justise Winslow,MIA,23,29.7,12.6,4.9,1.5,1.3,1.0,4.4,5.4,4.3,1.1,0.3,66,30,36,0.4545454545454545,2018,2.22,1.22,1.0,4.19,4.54,3.84
2568,Jusuf Nurkic,POR,24,27.4,15.6,5.8,0.0,3.9,3.4,7.0,10.4,3.2,1.0,1.4,72,45,27,0.625,2018,1.99,1.09,0.9,4.08,4.37,3.77
2569,Kadeem Allen,NYK,26,21.9,9.9,3.4,0.9,2.2,0.4,2.3,2.7,4.0,0.8,0.2,19,3,16,0.15789473684210525,2018,1.7,0.96,0.75,4.35,4.85,3.84
2570,Kalin Lucas,DET,30,5.6,2.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,1,0,1,0.0,2018,0.49,0.27,0.22,5.04,5.85,4.17
2571,Karl-Anthony Towns,MIN,23,33.0,24.4,8.8,1.8,4.9,3.4,9.0,12.4,3.4,0.9,1.6,77,34,43,0.4415584415584416,2018,2.36,1.25,1.12,4.01,4.15,3.87
2572,Kawhi Leonard,TOR,28,34.0,26.6,9.3,1.9,6.1,1.3,6.0,7.3,3.3,1.8,0.4,60,41,19,0.6833333333333333,2018,2.56,1.38,1.18,4.23,4.63,3.84
2573,Keita Bates-Diop,MIN,23,16.8,5.0,2.0,0.4,0.6,0.5,2.2,2.8,0.6,0.6,0.5,30,10,20,0.3333333333333333,2018,1.28,0.67,0.61,4.22,4.38,4.07
2574,Kelly Olynyk,MIA,28,22.9,10.0,3.3,1.4,1.9,0.9,3.8,4.7,1.8,0.7,0.5,79,39,40,0.4936708860759494,2018,1.74,0.98,0.76,4.26,4.68,3.83
2575,Kelly Oubre Jr.,PHX,23,28.0,15.2,5.4,1.6,2.7,1.0,3.7,4.7,1.2,1.2,0.9,69,21,48,0.3043478260869565,2018,2.13,1.11,1.02,4.23,4.47,3.99
2576,Kemba Walker,CHA,29,34.9,25.6,8.9,3.2,4.6,0.6,3.8,4.4,5.9,1.2,0.4,82,39,43,0.475609756097561,2018,2.55,1.46,1.09,4.13,4.69,3.56
2577,Kenneth Faried,HOU,29,19.7,10.4,4.2,0.2,1.7,2.6,4.1,6.8,0.5,0.5,0.6,37,21,16,0.5675675675675675,2018,1.47,0.79,0.68,4.19,4.4,3.96
2578,Kenrich Williams,NOP,24,23.5,6.1,2.3,1.1,0.3,1.2,3.6,4.8,1.8,1.0,0.4,46,17,29,0.3695652173913043,2018,1.87,1.01,0.87,4.5,4.83,4.18
2579,Kent Bazemore,ATL,29,24.5,11.6,4.1,1.4,1.9,0.6,3.3,3.9,2.3,1.3,0.6,67,24,43,0.3582089552238806,2018,1.92,1.01,0.91,4.36,4.71,4.03
2580,Kentavious Caldwell-Pope,LAL,26,24.8,11.4,4.0,1.8,1.7,0.6,2.3,2.9,1.3,0.9,0.2,82,37,45,0.451219512195122,2018,1.9,1.01,0.89,4.28,4.64,3.93
2581,Kevin Durant,GSW,30,34.6,26.0,9.2,1.8,5.7,0.4,5.9,6.4,5.9,0.7,1.1,78,54,24,0.6923076923076923,2018,2.38,1.28,1.11,3.93,4.46,3.45
2582,Kevin Huerter,ATL,20,27.3,9.7,3.7,1.8,0.5,0.8,2.5,3.3,2.9,0.9,0.3,75,27,48,0.36,2018,2.15,1.14,1.01,4.41,4.72,4.1
2583,Kevin Knox II,NYK,19,28.8,12.8,4.5,1.7,2.2,0.8,3.7,4.5,1.1,0.6,0.3,75,15,60,0.2,2018,2.15,1.14,1.01,4.21,4.47,3.94
2584,Kevin Love,CLE,30,27.2,17.0,5.0,2.4,4.7,1.5,9.4,10.9,2.2,0.3,0.2,22,7,15,0.3181818181818182,2018,1.93,1.03,0.9,4.01,4.22,3.79
2585,Kevon Looney,GSW,23,18.5,6.3,2.7,0.0,0.8,2.4,2.8,5.2,1.5,0.6,0.7,80,56,24,0.7,2018,1.41,0.73,0.68,4.3,4.67,3.96
2586,Khem Birch,ORL,26,12.9,4.8,1.8,0.0,1.2,1.6,2.2,3.8,0.8,0.4,0.6,50,26,24,0.52,2018,0.96,0.51,0.45,4.19,4.49,3.91
2587,Khris Middleton,MIL,27,31.1,18.3,6.6,2.3,2.8,0.6,5.3,6.0,4.3,1.0,0.1,77,56,21,0.7272727272727273,2018,2.35,1.25,1.1,4.26,4.72,3.84
2588,Khyri Thomas,DET,23,7.5,2.3,0.8,0.4,0.3,0.2,0.6,0.8,0.3,0.3,0.2,26,13,13,0.5,2018,0.61,0.35,0.26,4.51,4.78,4.18
2589,Kobi Simmons,CLE,21,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,2018,0.13,0.07,0.05,3.08,5.92,6.45
